Pct_Delta,PCT_Change,M_P_LTV,M_P_STR,M_P_YOT,M_P_CIN,M_P_DIS,M_P_SEM,M_P_FAB,M_P_SNP,M_P_TWT,M_P_PIN,M_P_TIK,M_P_DCI,M_P_DRD,M_P_LRD,M_P_OOH,TlncT_P_LTV,TlncT_P_STR,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DIS,TlncT_P_SEM,TlncT_P_FAB,TlncT_P_SNP,TlncT_P_TWT,TlncT_P_PIN,TlncT_P_TIK,TlncT_P_DCI,TlncT_P_DRD,TlncT_P_LRD,TlncT_P_OOH,CPT_P_LTV,CPT_P_STR,CPT_P_YOT,CPT_P_CIN,CPT_P_DIS,CPT_P_SEM,CPT_P_FAB,CPT_P_SNP,CPT_P_TWT,CPT_P_PIN,CPT_P_TIK,CPT_P_DCI,CPT_P_DRD,CPT_P_LRD,CPT_P_OOH,MCPT_P_LTV,MCPT_P_STR,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DIS,MCPT_P_SEM,MCPT_P_FAB,MCPT_P_SNP,MCPT_P_TWT,MCPT_P_PIN,MCPT_P_TIK,MCPT_P_DCI,MCPT_P_DRD,MCPT_P_LRD,MCPT_P_OOH,nMCPT_P_LTV,nMCPT_P_STR,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DIS,nMCPT_P_SEM,nMCPT_P_FAB,nMCPT_P_SNP,nMCPT_P_TWT,nMCPT_P_PIN,nMCPT_P_TIK,nMCPT_P_DCI,nMCPT_P_DRD,nMCPT_P_LRD,nMCPT_P_OOH,nMTIncT_P_LTV,nMTIncT_P_STR,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DIS,nMTIncT_P_SEM,nMTIncT_P_FAB,nMTIncT_P_SNP,nMTIncT_P_TWT,nMTIncT_P_PIN,nMTIncT_P_TIK,nMTIncT_P_DCI,nMTIncT_P_DRD,nMTIncT_P_LRD,nMTIncT_P_OOH
0.200375411,213.1,10711042.06,17368101.84,3533893.452,1819051.924,12153994.95,6332463.575,5004610.88,1856495.363,1078233.194,916544.1681,545577.8721,910381.9315,2292151.718,3146943.382,5105357.442,165371.0828,359982.3485,77563.64489,25545.6079,256734.8494,165077.4358,109242.5943,30945.22711,23380.35777,15833.17627,8652.933481,14528.22155,39143.27204,43338.16699,105383.3545,64.76974015,48.24709297,45.56120921,71.20801083,47.34065115,38.3605642,45.81190068,59.99294677,46.11705281,57.88757431,63.05120376,62.66299891,58.55799984,72.61367059,48.44557728,193.1578003,152.3767762,131.5325175,221.2057645,139.5810449,106.5731221,126.9120702,158.792957,122.5498316,152.35788,180.1737678,160.6973503,195.9449066,218.8873545,213.7159221,192.7706477,152.0598943,131.2752337,220.7500825,139.30377,106.3701463,126.6718706,158.5019646,122.3249053,152.0799253,179.823298,160.4105462,195.523383,218.4453264,213.2005599,11112.73131,22843.76419,5383.9454,1648.064547,17449.62818,11906.46774,7901.692549,2342.551864,1762.900516,1205.345369,606.7933112,1135.064935,2344.631811,2881.21832,4789.253317
0.200281426,213.2,10716068.36,17376252.05,3535551.778,1819905.538,12159698.37,6335435.167,5006959.36,1857366.548,1078739.169,916974.2686,545833.8917,910809.1403,2293227.341,3148420.127,5107753.199,165397.1045,360035.8357,77576.25262,25549.46682,256775.7104,165105.319,109261.0991,30950.7134,23384.4865,15835.99923,8654.354441,14530.88002,39148.76145,43344.91359,105394.5645,64.78993929,48.26256257,45.5751813,71.23066604,47.35532948,38.37208399,45.82563604,60.01045997,46.13054767,57.90441481,63.07043413,62.68093459,58.57726414,72.63643796,48.46315581,193.2180029,152.4255573,131.57278,221.2761018,139.6242595,106.6051189,126.9499769,158.8392936,122.5856249,152.4021932,180.2287072,160.743335,196.0091858,218.9559529,213.7918756,192.8307438,152.1085854,131.3154269,220.8202914,139.3469089,106.4020895,126.7097146,158.5482271,122.3606414,152.124168,179.8781434,160.4564596,195.5875393,218.5138024,213.2763501,11114.48117,22847.16803,5384.823187,1648.313682,17452.41207,11908.47886,7903.039442,2342.967287,1763.212675,1205.560275,606.892957,1135.272637,2344.962618,2881.667054,4789.798021
0.200187529,213.3,10721094.66,17384402.26,3537210.105,1820759.153,12165401.79,6338406.76,5009307.84,1858237.733,1079245.144,917404.3691,546089.9114,911236.3491,2294302.963,3149896.872,5110148.956,165423.1181,360089.3058,77588.85649,25553.3245,256816.5588,165133.1937,109279.5983,30956.1981,23388.61402,15838.82138,8655.774967,14533.53773,39154.24907,43351.65807,105405.7705,64.81013524,48.27802986,45.58915113,71.25331783,47.37000546,38.38360185,45.83936907,60.02797007,46.14404014,57.9212523,63.08966134,62.69886699,58.59652574,72.65920179,48.48073243,193.278196,152.4743311,131.6130359,221.3464284,139.6674672,106.6371102,126.987877,158.885622,122.6214118,152.4464984,180.2836376,160.7893113,196.0734559,219.0245407,213.8678202,192.8908304,152.1572693,131.3556136,220.8904897,139.3900409,106.4340274,126.7475521,158.5944814,122.3963711,152.1684028,179.9329798,160.5023647,195.6516864,218.5822677,213.3521315,11116.2305,22850.57079,5385.700707,1648.562738,17455.19509,11910.48937,7904.385935,2343.38259,1763.524743,1205.775118,606.9925725,1135.480279,2345.293317,2882.115648,4790.342537
0.200093721,213.4,10726120.96,17392552.47,3538868.431,1821612.767,12171105.22,6341378.352,5011656.32,1859108.918,1079751.119,917834.4696,546345.931,911663.5579,2295378.586,3151373.617,5112544.712,165449.1236,360142.7588,77601.45651,25557.18097,256857.3945,165161.0601,109298.0921,30961.6812,23392.74034,15841.6427,8657.195061,14536.19468,39159.73488,43358.40044,105416.9725,64.83032802,48.29349486,45.60311868,71.2759662,47.3846791,38.39511776,45.85309976,60.04547706,46.15753023,57.9380868,63.1088854,62.71679611,58.61578462,72.68196207,48.49830715,193.3383797,152.5230976,131.6532852,221.4167444,139.710668,106.6690961,127.0257707,158.9319421,122.6571924,152.4907958,180.3385589,160.8352792,196.137717,219.0931178,213.943756,192.9509076,152.2059459,131.3957937,220.9606773,139.4331661,106.4659599,126.7853831,158.6407276,122.4320944,152.2126297,179.9878072,160.5482613,195.7158245,218.6507224,213.4279041,11117.97927,22853.97245,5386.577958,1648.811715,17457.97726,11912.49927,7905.732027,2343.79777,1763.83672,1205.989899,607.0921576,1135.687862,2345.623908,2882.564102,4790.886865
0.2,213.5,10731147.25,17400702.68,3540526.757,1822466.381,12176808.64,6344349.945,5014004.8,1859980.103,1080257.095,918264.5701,546601.9507,912090.7667,2296454.208,3152850.362,5114940.469,165475.121,360196.1947,77614.05267,25561.0362,256898.2176,165188.9182,109316.5803,30967.16269,23396.86546,15844.4632,8658.614722,14538.85087,39165.2189,43365.1407,105428.1706,64.85051763,48.30895756,45.61708396,71.29861115,47.39935041,38.40663172,45.86682813,60.06298096,46.17101794,57.9549183,63.12810631,62.73472196,58.63504081,72.70471882,48.51587996,193.3985539,152.5718569,131.693528,221.4870498,139.7538618,106.7010767,127.0636579,158.9782541,122.6929666,152.5350852,180.3934713,160.8812387,196.2019689,219.1616842,214.0196829,193.0109753,152.2546152,131.4359673,221.0308544,139.4762843,106.4978871,126.8232077,158.6869655,122.4678115,152.2568487,180.0426256,160.5941495,195.7799535,218.7191664,213.5036678,11119.72751,22857.37304,5387.454941,1649.060613,17460.75857,11914.50858,7907.07772,2344.21283,1764.148607,1206.204618,607.1917124,1135.895385,2345.954391,2883.012415,4791.431006
0.199906367,213.6,10736173.55,17408852.9,3542185.084,1823319.995,12182512.06,6347321.537,5016353.28,1860851.288,1080763.07,918694.6706,546857.9703,912517.9754,2297529.831,3154327.106,5117336.226,165501.1104,360249.6136,77626.64499,25564.89022,256939.0281,165216.7679,109335.063,30972.64259,23400.98937,15847.28288,8660.033951,14541.5063,39170.70112,43371.87886,105439.3647,64.87070406,48.32441796,45.63104697,71.32125269,47.41401939,38.41814375,45.88055417,60.08048175,46.18450326,57.9717468,63.14732406,62.75264453,58.65429429,72.72747203,48.53345087,193.4587186,152.6206089,131.7337642,221.5573446,139.7970488,106.7330518,127.1015387,159.0245579,122.7287345,152.5793668,180.4483747,160.9271898,196.2662118,219.23024,214.0956009,193.0710335,152.3032773,131.4761343,221.1010208,139.5193957,106.5298088,126.8610258,158.7331953,122.5035222,152.3010599,180.097435,160.6400294,195.8440735,218.7875998,213.5794227,11121.4752,22860.77253,5388.331657,1649.309432,17463.53903,11916.51728,7908.423012,2344.62777,1764.460402,1206.419274,607.2912368,1136.102849,2346.284766,2883.460588,4791.974958
0.199812822,213.7,10741199.85,17417003.11,3543843.41,1824173.61,12188215.49,6350293.13,5018701.76,1861722.473,1081269.045,919124.7711,547113.99,912945.1842,2298605.453,3155803.851,5119731.982,165527.0916,360303.0154,77639.23346,25568.74301,256979.826,165244.6092,109353.5402,30978.1209,23405.11208,15850.10174,8661.452748,14544.16097,39176.18155,43378.6149,105450.5548,64.89088732,48.33987606,45.64500771,71.34389081,47.42868604,38.42965383,45.89427787,60.09797945,46.1979862,57.98857231,63.16653867,62.77056382,58.67354507,72.7502217,48.55101987,193.5188739,152.6693536,131.7739939,221.6276288,139.840229,106.7650216,127.139413,159.0708534,122.7644961,152.6236405,180.5032691,160.9731325,196.3304456,219.2987851,214.1715101,193.1310823,152.3519322,131.5162948,221.1711767,139.5625003,106.5617251,126.8988375,158.7794169,122.5392266,152.3452632,180.1522355,160.6859008,195.9081844,218.8560226,213.6551688,11123.22234,22864.17094,5389.208106,1649.558172,17466.31862,11918.52538,7909.767905,2345.042588,1764.772107,1206.633868,607.390731,1136.310254,2346.615034,2883.908621,4792.518723
0.199719364,213.8,10746226.15,17425153.32,3545501.736,1825027.224,12193918.91,6353264.722,5021050.24,1862593.658,1081775.02,919554.8716,547370.0096,913372.393,2299681.076,3157280.596,5122127.739,165553.0648,360356.4001,77651.81808,25572.59458,257020.6113,165272.4422,109372.0119,30983.59761,23409.23359,15852.91979,8662.871114,14546.81488,39181.66018,43385.34884,105461.741,64.91106742,48.35533188,45.65896619,71.36652552,47.44335035,38.44116198,45.90799925,60.11547406,46.21146677,58.00539482,63.18575013,62.78847985,58.69279315,72.77296784,48.56858698,193.5790198,152.7180911,131.814217,221.6979023,139.8834022,106.796986,127.1772808,159.1171408,122.8002513,152.6679064,180.5581545,161.0190669,196.3946704,219.3673195,214.2474104,193.1911217,152.4005798,131.5564487,221.241322,139.6055979,106.5936361,126.9366427,158.8256303,122.5749246,152.3894586,180.2070269,160.7317639,195.9722862,218.9244347,213.730906,11124.96895,22867.56827,5390.084287,1649.806833,17469.09736,11920.53288,7911.112399,2345.457285,1765.083721,1206.8484,607.490195,1136.5176,2346.945193,2884.356514,4793.0623
0.199625993,213.9,10751252.45,17433303.53,3547160.063,1825880.838,12199622.33,6356236.315,5023398.72,1863464.843,1082280.996,919984.9721,547626.0293,913799.6018,2300756.699,3158757.341,5124523.496,165579.0299,360409.7678,77664.39887,25576.44493,257061.384,165300.2669,109390.4781,30989.07273,23413.35391,15855.73702,8664.289049,14549.46804,39187.13702,43392.08068,105472.9232,64.93124435,48.3707854,45.6729224,71.38915682,47.45801233,38.45266818,45.92171831,60.13296557,46.22494496,58.02221435,63.20495844,62.80639261,58.71203853,72.79571045,48.58615218,193.6391562,152.7668214,131.8544336,221.7681653,139.9265686,106.828945,127.2151422,159.16342,122.8360002,152.7121644,180.6130309,161.0649928,196.4588861,219.4358434,214.3233019,193.2511517,152.4492202,131.5965961,221.3114567,139.6486887,106.6255417,126.9744415,158.8718355,122.6106164,152.4336462,180.2618094,160.7776187,196.0363791,218.9928362,213.8066344,11126.71501,22870.96452,5390.960202,1650.055415,17471.87524,11922.53978,7912.456494,2345.871862,1765.395244,1207.06287,607.5896287,1136.724887,2347.275245,2884.804267,4793.60569
0.2,214,10756278.75,17441453.74,3548818.389,1826734.452,12205325.76,6359207.907,5025747.2,1864336.028,1082786.971,920415.0726,547882.0489,914226.8106,2301832.321,3160234.086,5126919.252,165604.9869,360463.1185,77676.97582,25580.29406,257102.1441,165328.0833,109408.9388,30994.54625,23417.47302,15858.55343,8665.706552,14552.12044,39192.61207,43398.81041,105484.1014,64.95141811,48.38623662,45.68687635,71.41178472,47.47267199,38.46417246,45.93543504,60.15045399,46.23842077,58.03903089,63.22416361,62.8243021,58.73128121,72.81844954,48.60371548,193.6992831,152.8155444,131.8946436,221.8384177,139.9697281,106.8608986,127.2529971,159.2096911,122.8717428,152.7564145,180.6678983,161.1109104,196.5230927,219.5043565,214.3991846,193.3111722,152.4978534,131.636737,221.3815808,139.6917727,106.657442,127.0122338,158.9180326,122.6463019,152.477826,180.316583,160.8234651,196.1004628,219.061227,213.882354,11128.46053,22874.35968,5391.83585,1650.303919,17474.65226,11924.54608,7913.80019,2346.286319,1765.706677,1207.277277,607.6890322,1136.932114,2347.60519,2885.25188,4794.148893
0.200373657,214.1,10761305.05,17449603.96,3550476.715,1827588.066,12211029.18,6362179.5,5028095.68,1865207.213,1083292.946,920845.1731,548138.0686,914654.0194,2302907.944,3161710.831,5129315.009,165630.9359,360516.4521,77689.54893,25584.14197,257142.8917,165355.8913,109427.394,31000.01819,23421.59093,15861.36903,8667.123626,14554.77208,39198.08534,43405.53805,105495.2757,64.97158871,48.40168556,45.70082803,71.4344092,47.48732932,38.47567479,45.94914945,60.16793933,46.25189421,58.05584444,63.24336564,62.84220833,58.75052121,72.84118509,48.62127688,193.7594006,152.8642601,131.9348471,221.9086596,140.0128807,106.8928469,127.2908456,159.2559539,122.9074791,152.8006568,180.7227568,161.1568197,196.5872903,219.5728591,214.4750585,193.3711833,152.5464793,131.6768714,221.4516944,139.7348497,106.6893368,127.0500197,158.9642215,122.681981,152.5219979,180.3713475,160.8693031,196.1645376,219.1296073,213.9580648,11130.2055,22877.75377,5392.711231,1650.552344,17477.42843,11926.55178,7915.143488,2346.700655,1766.01802,1207.491622,607.7884055,1137.139282,2347.935027,2885.699354,4794.691908
0.200280112,214.2,10766331.34,17457754.17,3552135.042,1828441.681,12216732.6,6365151.092,5030444.16,1866078.399,1083798.921,921275.2736,548394.0882,915081.2282,2303983.566,3163187.576,5131710.766,165656.8768,360569.7688,77702.11821,25587.98866,257183.6266,165383.6911,109445.8437,31005.48853,23425.70765,15864.18381,8668.540269,14557.42297,39203.55681,43412.26358,105506.446,64.99175615,48.41713222,45.71477745,71.45703029,47.50198433,38.48717519,45.96286154,60.18542158,46.26536528,58.07265501,63.26256454,62.8601113,58.7697585,72.86391712,48.63883639,193.8195087,152.9129687,131.9750441,221.9788908,140.0560265,106.9247897,127.3286876,159.3022086,122.9432091,152.8448912,180.7776063,161.2027205,196.6514789,219.641351,214.5509235,193.431185,152.595098,131.7169992,221.5217975,139.77792,106.7212263,127.0877991,159.0104023,122.7176539,152.5661619,180.4261032,160.9151328,196.2286033,219.1979769,214.0337667,11131.94994,22881.14677,5393.586346,1650.80069,17480.20375,11928.55688,7916.486388,2347.11487,1766.329272,1207.705905,607.8877486,1137.346392,2348.264756,2886.146688,4795.234737
0.200186654,214.3,10771357.64,17465904.38,3553793.368,1829295.295,12222436.02,6368122.685,5032792.64,1866949.584,1084304.896,921705.3741,548650.1078,915508.437,2305059.189,3164664.321,5134106.522,165682.8097,360623.0685,77714.68367,25591.83413,257224.3491,165411.4825,109464.2879,31010.95729,23429.82317,15866.99778,8669.956482,14560.0731,39209.0265,43418.98702,105517.6124,65.01192043,48.43257658,45.72872462,71.47964797,47.51663701,38.49867366,45.97657131,60.20290074,46.27883398,58.0894626,63.28176029,62.87801101,58.78899311,72.88664563,48.656394,193.8796074,152.96167,132.0152345,222.0491115,140.0991654,106.9567272,127.3665232,159.3484552,122.9789328,152.8891178,180.8324468,161.248613,196.7156584,219.7098324,214.6267797,193.4911774,152.6437095,131.7571205,221.5918899,139.8209834,106.7531105,127.1255722,159.0565749,122.7533204,152.6103181,180.4808498,160.9609541,196.29266,219.266336,214.1094599,11133.69384,22884.53869,5394.461195,1651.048958,17482.97821,11930.56138,7917.82889,2347.528966,1766.640434,1207.920127,607.9870616,1137.553442,2348.594379,2886.593882,4795.777379
0.200093284,214.4,10776383.94,17474054.59,3555451.694,1830148.909,12228139.45,6371094.277,5035141.12,1867820.769,1084810.872,922135.4746,548906.1275,915935.6458,2306134.812,3166141.066,5136502.279,165708.7346,360676.3512,77727.24529,25595.67839,257265.059,165439.2656,109482.7267,31016.42446,23433.93749,15869.81093,8671.372266,14562.72248,39214.49441,43425.70836,105528.7748,65.03208156,48.44801866,45.74266952,71.50226226,47.53128737,38.5101702,45.99027877,60.22037682,46.29230031,58.10626721,63.30095291,62.89590746,58.80822503,72.90937063,48.67394971,193.9396967,153.010364,132.0554184,222.1193217,140.1422975,106.9886594,127.4043524,159.3946936,123.0146502,152.9333365,180.8872784,161.2944972,196.7798289,219.7783031,214.7026271,193.5511603,152.6923138,131.7972353,221.6619719,139.8640399,106.7849893,127.1633388,159.1027393,122.7889807,152.6544665,180.5355876,161.0067671,196.3567077,219.3346845,214.1851443,11135.43719,22887.92954,5395.335778,1651.297147,17485.75181,11932.56528,7919.170995,2347.942941,1766.951506,1208.134286,608.0863445,1137.760434,2348.923894,2887.040938,4796.319834
0.2,214.5,10781410.24,17482204.8,3557110.021,1831002.523,12233842.87,6374065.87,5037489.6,1868691.954,1085316.847,922565.5751,549162.1471,916362.8546,2307210.434,3167617.811,5138898.036,165734.6514,360729.6169,77739.8031,25599.52144,257305.7564,165467.0405,109501.16,31021.89004,23438.05062,15872.62327,8672.787621,14565.37111,39219.96053,43432.42761,105539.9333,65.05223953,48.46345846,45.75661217,71.52487315,47.54593541,38.52166481,46.0039839,60.23784982,46.30576427,58.12306884,63.3201424,62.91380066,58.82745426,72.9320921,48.69150353,193.9997766,153.0590509,132.0955958,222.1895212,140.1854227,107.0205862,127.4421751,159.4409238,123.0503613,152.9775474,180.942101,161.340373,196.8439904,219.8467632,214.7784657,193.6111338,152.7409108,131.8373435,221.7320433,139.9070896,106.8168627,127.2010989,159.1488957,122.8246347,152.6986071,180.5903164,161.0525718,196.4207463,219.4030224,214.2608199,11137.18001,22891.3193,5396.210095,1651.545258,17488.52457,11934.56858,7920.512703,2348.356796,1767.262487,1208.348383,608.1855973,1137.967366,2349.253301,2887.487854,4796.862103
0.199906803,214.6,10786436.54,17490355.02,3558768.347,1831856.138,12239546.29,6377037.462,5039838.08,1869563.139,1085822.822,922995.6756,549418.1668,916790.0633,2308286.057,3169094.555,5141293.792,165760.5602,360782.8657,77752.35709,25603.36327,257346.4412,165494.807,109519.5878,31027.35404,23442.16256,15875.4348,8674.202546,14568.01898,39225.42487,43439.14476,105551.0879,65.07239435,48.47889597,45.77055256,71.54748064,47.56058113,38.53315749,46.01768672,60.25531975,46.31922586,58.13986749,63.33932876,62.93169061,58.8466808,72.95481006,48.70905546,194.059847,153.1077305,132.1357667,222.2597103,140.2285411,107.0525076,127.4799914,159.4871459,123.0860661,153.0217505,180.9969147,161.3862405,196.9081428,219.9152127,214.8542955,193.6710979,152.7895007,131.8774453,221.8021042,139.9501325,106.8487308,127.2388527,159.1950438,122.8602824,152.7427399,180.6450363,161.0983681,196.484776,219.4713497,214.3364867,11138.92228,22894.70799,5397.084147,1651.793291,17491.29647,11936.57129,7921.854014,2348.770531,1767.573378,1208.562419,608.28482,1138.17424,2349.582602,2887.93463,4797.404186
0.199813694,214.7,10791462.84,17498505.23,3560426.673,1832709.752,12245249.72,6380009.055,5042186.56,1870434.324,1086328.797,923425.7761,549674.1864,917217.2721,2309361.679,3170571.3,5143689.549,165786.4609,360836.0976,77764.90726,25607.20388,257387.1136,165522.5653,109538.0101,31032.81646,23446.2733,15878.24551,8675.617044,14570.6661,39230.88743,43445.85983,105562.2385,65.09254602,48.49433121,45.7844907,71.57008474,47.57522453,38.54464824,46.03138723,60.27278659,46.33268509,58.15666317,63.35851199,62.9495773,58.86590466,72.9775245,48.72660549,194.1199081,153.156403,132.175931,222.3298888,140.2716526,107.0844237,127.5178012,159.5333598,123.1217646,153.0659457,181.0517195,161.4320997,196.9722862,219.9836517,214.9301164,193.7310527,152.8380834,131.9175406,221.8721545,139.9931685,106.8805936,127.2766,159.2411839,122.8959238,152.7868648,180.6997472,161.1441561,196.5487967,219.5396664,214.4121447,11140.66402,22898.09561,5397.957933,1652.041245,17494.06753,11938.5734,7923.194929,2349.184147,1767.88418,1208.776392,608.3840126,1138.381055,2349.911796,2888.381268,4797.946083
0.19972067,214.8,10796489.14,17506655.44,3562085,1833563.366,12250953.14,6382980.647,5044535.04,1871305.509,1086834.773,923855.8766,549930.2061,917644.4809,2310437.302,3172048.045,5146085.306,165812.3537,360889.3126,77777.45361,25611.04329,257427.7734,165550.3153,109556.427,31038.27729,23450.38285,15881.05542,8677.031113,14573.31247,39236.34821,43452.57281,105573.3851,65.11269454,48.50976416,45.79842659,71.59268545,47.58986561,38.55613707,46.04508543,60.29025037,46.34614196,58.17345588,63.37769209,62.96746074,58.88512584,73.00023544,48.74415364,194.1799598,153.2050682,132.2160889,222.4000567,140.3147574,107.1163344,127.5556047,159.5795656,123.1574569,153.1101331,181.1065153,161.4779505,197.0364207,220.05208,215.0059286,193.790998,152.8866588,131.9576293,221.9421944,140.0361978,106.912451,127.314341,159.2873159,122.931559,152.8309819,180.7544492,161.1899358,196.6128084,219.6079726,214.487794,11142.40521,22901.48215,5398.831455,1652.289121,17496.83773,11940.57491,7924.535448,2349.597642,1768.194891,1208.990304,608.4831753,1138.587811,2350.240883,2888.827767,4798.487793
0.199627734,214.9,10801515.43,17514805.65,3563743.326,1834416.98,12256656.56,6385952.24,5046883.52,1872176.694,1087340.748,924285.9771,550186.2257,918071.6897,2311512.924,3173524.79,5148481.062,165838.2384,360942.5106,77789.99616,25614.88148,257468.4207,165578.057,109574.8384,31043.73654,23454.49121,15883.86451,8678.444754,14575.95809,39241.80722,43459.28369,105584.5279,65.13283991,48.52519484,45.81236023,71.61528277,47.60450438,38.56762397,46.05878132,60.30771107,46.35959646,58.19024561,63.39686906,62.98534094,58.90434433,73.02294286,48.76169989,194.2400021,153.2537262,132.2562402,222.4702142,140.3578552,107.1482398,127.5934017,159.6257633,123.1931428,153.1543127,181.1613022,161.523793,197.1005461,220.1204978,215.081732,193.850934,152.9352271,131.9977116,222.0122237,140.0792202,106.944303,127.3520755,159.3334397,122.9671878,152.8750913,180.8091424,161.2357072,196.676811,219.6762682,214.5634344,11144.14587,22904.86761,5399.704711,1652.536918,17499.60708,11942.57582,7925.87557,2350.011018,1768.505513,1209.204154,608.5823079,1138.794509,2350.569864,2889.274127,4799.029318
0.2,215,10806541.73,17522955.86,3565401.653,1835270.595,12262359.99,6388923.832,5049232,1873047.879,1087846.723,924716.0776,550442.2454,918498.8985,2312588.547,3175001.535,5150876.819,165864.1152,360995.6918,77802.5349,25618.71846,257509.0556,165605.7905,109593.2444,31049.19422,23458.59838,15886.67279,8679.857968,14578.60295,39247.26444,43465.9925,105595.6667,65.15298214,48.54062323,45.82629161,71.63787671,47.61914084,38.57910894,46.07247489,60.3251687,46.37304861,58.20703238,63.41604292,63.00321789,58.92356015,73.04564678,48.77924425,194.300035,153.302377,132.2963851,222.5403611,140.4009463,107.1801398,127.6311924,159.6719529,123.2288225,153.1984845,181.2160802,161.5696272,197.1646625,220.188905,215.1575267,193.9108607,152.9837882,132.0377874,222.0822426,140.1222358,106.9761498,127.3898036,159.3795554,123.0028104,152.9191928,180.8638266,161.2814703,196.7408047,219.7445533,214.6390662,11145.886,22908.252,5400.577703,1652.784638,17502.37558,11944.57614,7927.215297,2350.424274,1768.816044,1209.417943,608.6814106,1139.001147,2350.898737,2889.720348,4799.570657
0.20037192,215.1,10811568.03,17531106.08,3567059.979,1836124.209,12268063.41,6391895.424,5051580.48,1873919.064,1088352.698,925146.1781,550698.265,918926.1073,2313664.17,3176478.28,5153272.576,165889.9839,361048.8561,77815.06983,25622.55423,257549.678,165633.5157,109611.6449,31054.65031,23462.70436,15889.48026,8681.270755,14581.24707,39252.7199,43472.69921,105606.8016,65.17312122,48.55604936,45.84022075,71.66046726,47.63377499,38.590592,46.08616616,60.34262326,46.38649839,58.22381618,63.43521365,63.02109161,58.94277328,73.0683472,48.79678673,194.3600586,153.3510207,132.3365234,222.6104975,140.4440305,107.2120345,127.6689766,159.7181343,123.2644959,153.2426485,181.2708492,161.615453,197.2287699,220.2573017,215.2333125,193.970778,153.0323421,132.0778567,222.1522509,140.1652445,107.0079912,127.4275253,159.425663,123.0384268,152.9632865,180.9185019,161.3272251,196.8047895,219.8128278,214.7146891,11147.62558,22911.63532,5401.45043,1653.03228,17505.14323,11946.57587,7928.554629,2350.837411,1769.126486,1209.631669,608.7804833,1139.207728,2351.227504,2890.166431,4800.111811
0.20027881,215.2,10816594.33,17539256.29,3568718.305,1836977.823,12273766.83,6394867.017,5053928.96,1874790.249,1088858.673,925576.2786,550954.2847,919353.3161,2314739.792,3177955.025,5155668.332,165915.8447,361102.0035,77827.60096,25626.3888,257590.288,165661.2327,109630.04,31060.10482,23466.80916,15892.28693,8682.683114,14583.89044,39258.17358,43479.40385,105617.9326,65.19325717,48.57147321,45.85414764,71.68305443,47.64840682,38.60207313,46.09985513,60.36007476,46.39994582,58.24059702,63.45438126,63.03896208,58.96198374,73.09104411,48.81432732,194.4200728,153.3996571,132.3766552,222.6806234,140.4871079,107.2439239,127.7067544,159.7643077,123.300163,153.2868047,181.3256094,161.6612706,197.2928684,220.3256878,215.3090896,194.0306859,153.0808889,132.1179195,222.2222487,140.2082465,107.0398272,127.4652407,159.4717625,123.0740369,153.0073725,180.9731683,161.3729715,196.8687652,219.8810918,214.7903033,11149.36463,22915.01757,5402.322893,1653.279843,17507.91004,11948.575,7929.893566,2351.250428,1769.436838,1209.845335,608.879526,1139.414249,2351.556164,2890.612375,4800.652779
0.200185787,215.3,10821620.63,17547406.5,3570376.632,1837831.437,12279470.26,6397838.609,5056277.44,1875661.434,1089364.649,926006.3791,551210.3043,919780.5249,2315815.415,3179431.77,5158064.089,165941.6974,361155.1341,77840.1283,25630.22215,257630.8854,165688.9414,109648.4296,31065.55776,23470.91276,15895.09278,8684.095047,14586.53305,39263.62548,43486.1064,105629.0596,65.21338997,48.58689479,45.86807229,71.70563822,47.66303635,38.61355234,46.11354179,60.37752319,46.41339089,58.25737489,63.47354576,63.05682931,58.98119153,73.11373753,48.83186603,194.4800776,153.4482863,132.4167806,222.7507388,140.5301785,107.2758079,127.7445258,159.8104729,123.3358239,153.3309531,181.3803606,161.7070799,197.3569578,220.3940633,215.3848579,194.0905845,153.1294284,132.1579758,222.2922361,140.2512417,107.071658,127.5029496,159.5178539,123.1096407,153.0514506,181.0278258,161.4187097,196.932732,219.9493452,214.8659088,11151.10314,22918.39875,5403.195092,1653.527329,17510.676,11950.57353,7931.232109,2351.663326,1769.747101,1210.058938,608.9785389,1139.620712,2351.884718,2891.058181,4801.193562
