Pct_Delta,PCT_Change,M_P_NTV,M_P_FABING,M_P_STR,M_P_SNP,M_P_TIK,M_P_DIS_BAN,M_P_TWT,M_P_RAD,M_P_DIS_AFF,M_P_CEM,M_P_SEM,TlncT_P_NTV,TlncT_P_FABING,TlncT_P_STR,TlncT_P_SNP,TlncT_P_TIK,TlncT_P_DIS_BAN,TlncT_P_TWT,TlncT_P_RAD,TlncT_P_DIS_AFF,TlncT_P_CEM,TlncT_P_SEM,CPT_P_NTV,CPT_P_FABING,CPT_P_STR,CPT_P_SNP,CPT_P_TIK,CPT_P_DIS_BAN,CPT_P_TWT,CPT_P_RAD,CPT_P_DIS_AFF,CPT_P_CEM,CPT_P_SEM,MCPT_P_NTV,MCPT_P_FABING,MCPT_P_STR,MCPT_P_SNP,MCPT_P_TIK,MCPT_P_DIS_BAN,MCPT_P_TWT,MCPT_P_RAD,MCPT_P_DIS_AFF,MCPT_P_CEM,MCPT_P_SEM,nMCPT_P_NTV,nMCPT_P_FABING,nMCPT_P_STR,nMCPT_P_SNP,nMCPT_P_TIK,nMCPT_P_DIS_BAN,nMCPT_P_TWT,nMCPT_P_RAD,nMCPT_P_DIS_AFF,nMCPT_P_CEM,nMCPT_P_SEM,nMTIncT_P_NTV,nMTIncT_P_FABING,nMTIncT_P_STR,nMTIncT_P_SNP,nMTIncT_P_TIK,nMTIncT_P_DIS_BAN,nMTIncT_P_TWT,nMTIncT_P_RAD,nMTIncT_P_DIS_AFF,nMTIncT_P_CEM,nMTIncT_P_SEM
0.2,2,103253.4966,48140.7794,40098.58169,8397.086812,7482.4828,7458.116428,6933.119598,4819.14,1417.72,256.46444,19561.6948,113420.708,46048.34635,28325.94288,12031.34183,8497.172587,8389.342264,5220.593039,1994.00734,1258.379272,107.0878975,20052.08746,0.910358421,1.045439917,1.415613308,0.697934356,0.880585009,0.888998946,1.328032955,2.416811565,1.12662377,2.394896585,0.975544059,3.412583548,2.518632389,3.338491247,1.902462145,2.109174885,1.888844291,2.925540344,4.526401602,1.928851465,3.212868931,2.149038164,3.345215142,2.479317239,3.287198486,1.870235807,2.076404393,1.862264396,2.883014232,4.470551514,1.907686162,3.191527083,2.117799409,6173.205143,3883.390043,2439.681197,897.9709171,720.7153699,800.9728848,480.9632587,215.5948761,148.6324143,16.07158162,1847.360493
0.238095238,2.1,108416.1714,50547.81837,42103.51077,8816.941152,7856.60694,7831.022249,7279.775578,5060.097,1488.606,269.287662,20539.77954,114933.5427,47004.03921,28926.49233,12252.03182,8674.55197,8586.767654,5339.086014,2047.241017,1295.12964,111.0791036,20507.2142,0.943294437,1.075393077,1.455534611,0.719630938,0.905707519,0.911987207,1.363487226,2.471666481,1.14938764,2.424287317,1.001587994,3.532910317,2.589061293,3.430393699,1.960135435,2.167881904,1.936512454,3.001781176,4.626692411,1.966897524,3.25136242,2.205043018,3.466058024,2.550341033,3.379899825,1.928319352,2.13561186,1.910409281,2.959981575,4.572020628,1.946231701,3.230694251,2.174337942,6255.877466,3964.004634,2491.405837,914.4689796,735.7710534,819.8266548,491.87979,221.3505761,152.9731531,16.67057549,1889.29045
0.227272727,2.2,113578.8463,52954.85734,44108.43986,9236.795493,8230.73108,8203.928071,7626.431558,5301.054,1559.492,282.110884,21517.86428,116394.852,47933.73484,29510.95267,12466.22842,8847.127856,8779.333326,5454.569442,2099.32077,1331.169138,115.023057,20950.7814,0.975806441,1.104751331,1.494646423,0.740945472,0.930328036,0.934459117,1.39817297,2.525128163,1.17152055,2.452646376,1.027067386,3.651713955,2.658122002,3.520473869,2.016813726,2.225440949,1.983133439,3.076406015,4.724492682,2.003912549,3.288534935,2.259860798,3.585337385,2.619953873,3.470721441,1.985378274,2.193635388,1.957472509,3.035280531,4.670912576,1.983708848,3.268486574,2.229650913,6335.741051,4042.426692,2541.744741,930.4821768,750.4192471,838.2164277,502.5190575,226.9815122,157.2299283,17.26247776,1930.155447
0.217391304,2.3,118741.5211,55361.89631,46113.36894,9656.649834,8604.85522,8576.833892,7973.087538,5542.011,1630.378,294.934106,22495.94902,117808.6196,48839.27603,30080.45813,12674.40547,9015.24022,8967.372019,5567.251571,2150.322437,1366.542937,118.9224293,21383.58891,1.007918788,1.133552763,1.533000885,0.761901602,0.95447875,0.956448988,1.432140696,2.577293017,1.193067525,2.4800545,1.052019336,3.769080256,2.725900314,3.608846722,2.072557369,2.281924133,2.028775392,3.149518869,4.819971155,2.039968578,3.324487671,2.313567906,3.703143069,2.688246094,3.559784414,2.041476013,2.250550909,2.003525962,3.109020746,4.767405687,2.020193847,3.305011646,2.283818868,6413.012885,4118.811625,2590.795598,946.0458777,764.6887867,856.1739706,512.9002467,232.4958841,161.408075,17.84768936,1970.029177
0.208333333,2.4,123904.1959,57768.93528,48118.29803,10076.50417,8978.97936,8949.739713,8319.743518,5782.968,1701.264,307.757328,23474.03376,119178.3636,49722.30134,30636.01763,12876.98338,9179.191394,9151.180352,5677.3179,2200.313815,1401.291511,122.7796318,21806.34925,1.039653442,1.161831487,1.570644677,0.782520554,0.978188489,0.977987469,1.465435557,2.628246917,1.214068583,2.506582921,1.076477016,3.885086736,2.79247324,3.695615406,2.127420651,2.337396179,2.073499333,3.221212934,4.913278497,2.075129786,3.359310143,2.366232804,3.819556091,2.755298603,3.647197138,2.096669512,2.306426424,2.048633852,3.181300246,4.861658809,2.055754457,3.340364393,2.336913813,6487.884611,4193.297614,2638.645305,961.1914625,778.6053148,873.727602,523.0404472,237.9010222,165.5123738,18.42657218,2008.977278
0.2,2.5,129066.8708,60175.97425,50123.22711,10496.35851,9353.1035,9322.645535,8666.399498,6023.925,1772.15,320.58055,24452.1185,120507.2077,50584.27521,31178.53325,13074.33708,9339.251611,9331.024066,5784.934499,2249.355814,1435.451303,126.5968506,22219.70027,1.071030299,1.189618197,1.607619791,0.80282147,1.00148319,0.999102078,1.49809812,2.678066744,1.23455947,2.532294828,1.100470223,3.999803737,2.857910229,3.780872906,2.181452628,2.391915444,2.117360155,3.291572114,5.004549892,2.109453635,3.393081958,2.417917124,3.934649837,2.821184207,3.733057124,2.151010123,2.361323119,2.092853823,3.252207097,4.953814153,2.090451205,3.374629024,2.389000441,6560.526405,4266.00816,2685.371557,975.9469192,792.1917525,890.902693,532.9549588,243.203512,169.5471289,18.99945433,2047.058517
0.192307692,2.6,134229.5456,62583.01322,52128.15619,10916.21286,9727.22764,9695.551356,9013.055478,6264.882,1843.036,333.403772,25430.20324,121797.9398,51426.51264,31708.81532,13266.80257,9495.663553,9507.142342,5890.250733,2297.503401,1469.055265,130.3760762,22624.21568,1.102067456,1.21694064,1.643964168,0.822821686,1.024386299,1.019817628,1.530164994,2.726821644,1.254572271,2.557246558,1.124025849,4.113295348,2.922274171,3.864703395,2.234697809,2.445534772,2.160407458,3.360672274,5.093907173,2.142991804,3.425874247,2.468676595,4.048491059,2.885968718,3.817452475,2.204544358,2.415296296,2.13623786,3.321820772,5.043999626,2.124338422,3.407880615,2.440137128,6631.090134,4337.054163,2731.044147,990.3373289,805.4686837,907.722079,542.6575422,248.4092968,173.5162328,19.56663449,2084.325749
0.185185185,2.7,139392.2204,64990.05219,54133.08528,11336.0672,10101.35178,10068.45718,9359.711458,6505.839,1913.922,346.226994,26408.28798,123053.0587,52250.19955,32227.59486,13454.68226,9648.646101,9679.751366,5993.401517,2344.806383,1502.133319,134.1191271,23020.41368,1.132781435,1.243824,1.679712231,0.842536968,1.046919088,1.04015659,1.561669351,2.774574075,1.274135908,2.581488572,1.147168263,4.225620179,2.985622245,3.947183376,2.287196739,2.498302202,2.20268624,3.42858228,5.181460595,2.175790971,3.457750856,2.518561805,4.161140702,2.949711863,3.900463123,2.257314511,2.468396137,2.178833036,3.390213284,5.132330758,2.157465078,3.440186413,2.490376777,6699.711949,4406.535635,2775.726039,1004.385268,818.4546741,924.2063995,552.1606267,253.5237617,177.4232195,20.12838564,2120.826714
0.178571429,2.8,144554.8952,67397.09116,56138.01436,11755.92154,10475.47592,10441.363,9706.367437,6746.796,1984.808,359.050216,27386.37272,124274.8142,53056.4097,32735.53404,13638.24948,9798.397456,9849.047298,6094.509191,2391.310066,1534.712736,137.8276714,23408.76418,1.163187378,1.270291215,1.714895327,0.861981705,1.069100939,1.06013939,1.592641365,2.821380672,1.293276555,2.605066257,1.16991963,4.336832005,3.048006622,4.028382628,2.338986478,2.550261561,2.244237472,3.495364879,5.267310309,2.207893456,3.488769321,2.567618847,4.272654609,3.012468053,3.98216186,2.309359182,2.520668356,2.220682142,3.457450137,5.218912313,2.189875497,3.471606901,2.539767504,6766.514425,4474.54313,2819.474262,1018.111139,831.1665353,940.3743831,561.4754835,258.5518052,181.27131,20.68495807,2156.604704
0.172413793,2.9,149717.5701,69804.13013,58142.94345,12175.77588,10849.60006,10814.26882,10053.02342,6987.753,2055.694,371.873438,28364.45746,125465.2396,53846.11893,33233.2348,13817.75216,9945.097758,10015.20878,6193.685098,2437.055804,1566.818452,141.5032431,23789.69484,1.1932992,1.296363257,1.749542101,0.881169074,1.090949564,1.079784661,1.623108579,2.86729298,1.312017993,2.6280206,1.192300181,4.446980328,3.109475068,4.108365016,2.390101018,2.601452973,2.285098587,3.561077435,5.35154761,2.239337767,3.518981695,2.615889858,4.383084114,3.074287026,4.062615204,2.360713721,2.572154733,2.261824214,3.523591125,5.303839638,2.221609943,3.502196702,2.588353231,6831.608346,4541.158945,2862.340661,1031.533453,843.6195474,956.2430851,570.6123702,263.4978988,185.0634497,21.23658205,2191.699117
0.2,3,154880.2449,72211.1691,60147.87253,12595.63022,11223.7242,11187.17464,10399.6794,7228.71,2126.58,384.69666,29342.5422,126626.179,54620.21711,33721.24623,13993.41601,10088.91129,10178.39903,6291.030911,2482.081471,1598.473346,145.1472581,24163.59619,1.223129736,1.322059357,1.783678815,0.900111182,1.112481206,1.099109458,1.653096217,2.912358069,1.330381896,2.65038875,1.214328446,4.556110844,3.170071447,4.187189172,2.440571624,2.651913279,2.325303898,3.625772558,5.434255995,2.270159062,3.548435233,2.663413485,4.492476544,3.135214394,4.141884136,2.411410602,2.622893584,2.302294977,3.588691005,5.387199798,2.252705118,3.532005318,2.636174184,6895.094204,4606.458126,2904.37253,1044.669058,855.8276453,971.8280894,579.580654,268.3661372,188.8023411,21.78347003,2226.145934
0.225806452,3.1,160042.9197,74618.20807,62152.80162,13015.48456,11597.84834,11560.08046,10746.33538,7469.667,2197.466,397.519882,30320.62694,127759.311,55379.51828,34200.07081,14165.44716,10229.98835,10338.76767,6386.639771,2526.421856,1629.698471,148.7610262,24530.82597,1.252690849,1.347397204,1.817329618,0.918819181,1.133710806,1.118129436,1.682627448,2.956619055,1.348388085,2.672204489,1.236021444,4.664265856,3.229836161,4.264909081,2.490427142,2.701676412,2.364884946,3.689498639,5.515512057,2.300389536,3.577172977,2.710225274,4.600875661,3.195292113,4.220024732,2.461479746,2.672920147,2.34212723,3.652800077,5.469072553,2.283194585,3.561077773,2.683267311,6957.06346,4670.509326,2945.613145,1057.533346,867.8035782,987.14368,588.3889155,273.1602819,192.4904705,22.32581861,2259.978111
0.21875,3.2,165205.5946,77025.24704,64157.7307,13435.3389,11971.97248,11932.98628,11092.99136,7710.624,2268.352,410.343104,31298.71168,128866.1679,56124.76939,34670.16971,14334.03444,10368.46687,10496.45222,6480.597247,2570.109005,1660.513252,152.3457626,24891.71284,1.281993539,1.372393114,1.850516777,0.937303378,1.154652142,1.13685901,1.711723617,3.000115553,1.366054741,2.693498638,1.257394856,4.77148462,3.28880652,4.341574587,2.539694255,2.750773705,2.403870808,3.752300311,5.595386257,2.33005876,3.605234252,2.756358014,4.708322032,3.254558883,4.297088699,2.510948794,2.722266923,2.38135117,3.715964675,5.549531178,2.313109128,3.589455138,2.729666648,7017.599621,4733.375539,2986.102229,1070.140413,879.5590453,1002.202987,597.0450382,277.8837979,196.1301326,22.86381015,2293.225929
0.212121212,3.3,170368.2694,79432.28601,66162.65979,13855.19324,12346.09662,12305.89211,11439.64734,7951.581,2339.238,423.166326,32276.79642,129948.1529,56856.65767,35131.96739,14499.35132,10504.47375,10651.57946,6572.982171,2613.17252,1690.93566,155.9025972,25246.55961,1.311048027,1.397062178,1.883260879,0.955573317,1.175317957,1.155311488,1.740404437,3.042884057,1.383398585,2.7142994,1.278463161,4.877803657,3.347017072,4.417231826,2.588397703,2.799234166,2.44228836,3.814218852,5.673943591,2.359193966,3.63265509,2.801842024,4.814853356,3.313050494,4.373123844,2.559843352,2.770963967,2.419994674,3.778227599,5.628643179,2.342477061,3.617174997,2.775403634,7076.779158,4795.114722,3025.876337,1082.503211,891.1048117,1017.018115,605.5562847,282.5398856,199.7234499,23.39761424,2325.917284
0.205882353,3.4,175530.9442,81839.32498,68167.58887,14275.04758,12720.22076,12678.79793,11786.30332,8192.538,2410.124,435.989548,33254.88116,131006.5544,57575.81713,35585.85552,14661.55759,10638.12607,10804.26651,6663.867355,2655.639809,1720.982363,159.4325833,25595.64594,1.339863834,1.421418385,1.915581005,0.973637861,1.195720062,1.173499183,1.768688164,3.084958274,1.400435037,2.734632652,1.299239771,4.983257017,3.404499876,4.491923602,2.636560482,2.847084716,2.4801625,3.87529252,5.751244157,2.387820297,3.659468598,2.846705409,4.920504747,3.370800125,4.448174472,2.608187192,2.819039139,2.45808354,3.839628475,5.706470907,2.371324494,3.644271834,2.82050738,7134.672285,4855.780345,3064.969205,1094.633669,902.450809,1031.600246,613.9293629,287.1315086,203.2723911,23.92738895,2358.07794
0.2,3.5,180693.6191,84246.36395,70172.51795,14694.90192,13094.3449,13051.70375,12132.9593,8433.495,2481.01,448.81277,34232.9659,132042.5585,58282.83403,36032.19639,14820.8008,10769.53211,10954.62191,6753.32021,2697.536309,1750.668852,162.9367046,25939.23075,1.368449847,1.445474733,1.947494879,0.991505258,1.215869433,1.19143352,1.796591739,3.126369411,1.417178353,2.7545222,1.319737128,5.087876513,3.461284757,4.565689722,2.684204015,2.894350393,2.517516351,3.935556863,5.827343662,2.415961023,3.685705267,2.890974282,5.025308981,3.427838607,4.522281744,2.656002436,2.866518326,2.495641697,3.900204082,5.783072089,2.399675566,3.670777375,2.8650049,7191.343646,4915.421851,3103.412035,1106.542804,913.6062226,1045.959744,622.1704835,291.661417,206.7787858,24.45328191,2389.731752
0.194444444,3.6,185856.2939,86653.40292,72177.44704,15114.75626,13468.46904,13424.60957,12479.61528,8674.452,2551.896,461.635992,35211.05064,133057.2598,58978.25182,36471.3259,14977.2175,10898.79225,11102.7464,6841.403292,2738.88568,1780.009557,166.4158819,26277.55432,1.39681438,1.469243327,1.979019003,1.009183199,1.235776289,1.20912512,1.824130919,3.167146428,1.433641741,2.773989999,1.33996681,5.191691926,3.517399511,4.63856728,2.731348295,2.941054534,2.554371429,3.995044979,5.902293851,2.443637729,3.71139325,2.934672956,5.129296717,3.484194648,4.595483976,2.703309715,2.913425631,2.532691395,3.95998863,5.858500293,2.427552643,3.696720879,2.908921326,7246.852898,4974.085071,3141.23376,1118.240813,924.5795668,1060.106225,630.2854095,296.1321692,210.2443387,24.97543131,2420.900856
0.189189189,3.7,191018.9687,89060.44189,74182.37612,15534.6106,13842.59318,13797.51539,12826.27126,8915.409,2622.782,474.459214,36189.13538,134051.6707,59662.57527,36903.55615,15130.93438,11025.99973,11248.73371,6928.174776,2779.709978,1809.017948,169.8709784,26610.84009,1.424965222,1.492735463,2.010168771,1.026678869,1.255450165,1.226583876,1.851320394,3.207316256,1.449837467,2.793056344,1.359939606,5.294731188,3.572870101,4.710590911,2.778012023,2.987218934,2.5907478,4.053787746,5.976142892,2.470870478,3.736558601,2.977824111,5.232496684,3.539895039,4.667816914,2.750128304,2.959783544,2.56925336,4.019014005,5.932805335,2.454976494,3.72212939,2.95228008,7301.255222,5031.812577,3178.461259,1129.737153,935.3787514,1074.048641,638.2795004,300.5461496,213.6706405,25.49396672,2451.605837
0.184210526,3.8,196181.6435,91467.48086,76187.30521,15954.46494,14216.71732,14170.42121,13172.92724,9156.366,2693.668,487.282436,37167.22012,135026.7296,60336.27426,37329.17771,15282.0692,11151.24135,11392.67124,7013.688868,2820.029797,1837.706623,173.3028053,26939.29628,1.452909688,1.515961699,2.040958571,1.043998999,1.274899975,1.243819024,1.87817388,3.24690399,1.465776945,2.811740037,1.379665591,5.397020545,3.627720821,4.781793017,2.82421272,3.032863985,2.626664211,4.111814026,6.048935709,2.497677958,3.761225479,3.020448952,5.334935856,3.594964825,4.73931397,2.796476251,3.00561309,2.60534694,4.077309985,6.006033636,2.481966446,3.747027965,2.995103036,7354.601773,5088.643996,3215.119559,1141.040618,946.0111394,1087.795333,646.1577503,304.9055851,217.0591794,26.00900984,2481.865878
0.179487179,3.9,201344.3184,93874.51983,78192.23429,16374.31928,14590.84146,14543.32703,13519.58322,9397.323,2764.554,500.105658,38145.30486,135983.3083,60999.78699,37748.46167,15430.73163,11274.59807,11534.64059,7097.996178,2859.864408,1866.087384,176.7121255,27263.11726,1.480654655,1.538931928,2.071401875,1.061149897,1.294134068,1.260839202,1.904704212,3.285933058,1.481470816,2.83005853,1.399154194,5.498584695,3.681974443,4.852203966,2.869966831,3.078008802,2.66213821,4.169150847,6.120714284,2.524077609,3.785416334,3.062567331,5.436639598,3.649427464,4.810006427,2.842370479,3.050933959,2.64099023,4.134904432,6.078228532,2.508540518,3.771439861,3.037410661,7406.940068,5144.616286,3251.232009,1152.159397,956.4835984,1101.354096,653.9248217,309.2125592,220.4113491,26.5206752,2511.698886
0.2,4,206506.9932,96281.5588,80197.16338,16794.17362,14964.9656,14916.23286,13866.2392,9638.28,2835.44,512.92888,39123.3896,136922.218,61653.52292,38161.66134,15577.02404,11396.14552,11674.71815,7181.14404,2899.231872,1894.171306,180.0996583,27582.48484,1.508206602,1.561655429,2.101511322,1.078137492,1.313160276,1.277652502,1.930923418,3.324425374,1.496929021,2.848028058,1.418414252,5.59944692,3.735652351,4.921852262,2.915289817,3.122671331,2.697186248,4.225823562,6.191517911,2.550085734,3.809152065,3.104197872,5.537631803,3.703304966,4.879923634,2.887826888,3.095764625,2.676200181,4.19182346,6.149430558,2.534715542,3.795386714,3.079222138,7458.314332,5199.763978,3286.820426,1163.101133,966.8025455,1114.732221,661.5850753,313.4690248,223.7284581,27.02907074,2541.121611
0.219512195,4.1,211669.668,98688.59777,82202.09246,17214.02796,15339.08974,15289.13868,14212.89518,9879.237,2906.326,525.752102,40101.47434,137844.2153,62297.86526,38569.01389,15721.04208,11515.95453,11812.9755,7263.176803,2938.149146,1921.968803,183.4660825,27897.56938,1.535571642,1.584140923,2.131298785,1.094967361,1.331985959,1.294266519,1.956842792,3.362401467,1.512160861,2.86566375,1.437454059,5.699629199,3.788774654,4.990764709,2.960196237,3.166868448,2.731823778,4.281855991,6.261383439,2.575717599,3.832452166,3.145358073,5.637935012,3.756618015,4.949093161,2.93286044,3.140122447,2.710992702,4.248091585,6.21967769,2.560507266,3.818888684,3.120555477,7508.7658,5254.11939,3321.905237,1173.872969,976.9739873,1127.936542,669.1425969,317.6768152,227.0117362,27.53429835,2570.149747
0.214285714,4.2,216832.3429,101095.6367,84207.02154,17633.8823,15713.21388,15662.0445,14559.55116,10120.194,2977.212,538.575324,41079.55908,138750.0067,62933.17329,38970.74172,15862.87536,11634.09147,11949.47984,7344.136083,2976.632175,1949.489677,186.81204,28208.53071,1.562755549,1.606396618,2.160775439,1.111644762,1.350618046,1.31068839,1.982472954,3.399880605,1.527175052,2.882979726,1.456281417,5.799152311,3.841360295,5.058966549,3.004699819,3.210616051,2.766065334,4.337270548,6.330345471,2.600987527,3.855334849,3.186064399,5.737570523,3.809386079,5.017540957,2.977485232,3.184023764,2.745382746,4.303731862,6.289005567,2.585930452,3.84196459,3.161427611,7558.332992,5307.712826,3356.505598,1184.481597,987.0035556,1140.973478,676.6012207,321.8376544,230.2623412,28.03645434,2598.79802
0.209302326,4.3,221995.0177,103502.6757,86211.95063,18053.73665,16087.33802,16034.95032,14906.20714,10361.151,3048.098,551.398546,42057.64382,139640.2531,63559.78438,39367.05371,16002.6079,11750.61868,12084.29438,7424.060998,3014.695974,1976.743172,190.1381381,28515.51909,1.589763787,1.628430252,2.189951813,1.128174655,1.369063065,1.326924834,2.007823904,3.436880895,1.541979779,2.899989194,1.474903672,5.898035927,3.89342714,5.126481584,3.048813529,3.253929131,2.799924605,4.392088358,6.398436555,2.625908971,3.877817159,3.226332367,5.836558481,3.861627509,5.085291473,3.021714569,3.227483975,2.779384386,4.358766,6.357447686,2.610998956,3.864632031,3.201854489,7607.051943,5360.572736,3390.639498,1194.933289,996.896539,1153.849061,683.9645503,325.9531658,233.4813649,28.53562987,2627.080273
0.204545455,4.4,227157.6925,105909.7147,88216.87971,18473.59099,16461.46216,16407.85614,15252.86312,10602.108,3118.984,564.221768,43035.72856,140515.5741,64178.01579,39758.14633,16140.31863,11865.5948,12217.47862,7502.988367,3052.354705,2003.738015,193.4449526,28818.67593,1.616601533,1.650249129,2.218837845,1.144561728,1.387327179,1.342982186,2.032905073,3.473419384,1.556582735,2.916704521,1.493327752,5.996298692,3.944992066,5.193332294,3.092549626,3.29682185,2.833414508,4.446329353,6.465687349,2.650494588,3.89991507,3.266176619,5.934917976,3.91335963,5.152367786,3.065561026,3.270517616,2.813010893,4.413214474,6.425035577,2.635725806,3.886907489,3.241851151,7654.956427,5412.725878,3424.323859,1205.233941,1006.657911,1166.568973,691.235978,330.0248807,236.6698382,29.03191133,2655.009533
0.2,4.5,232320.3674,108316.7537,90221.8088,18893.44533,16835.5863,16780.76196,15599.5191,10843.065,3189.87,577.04499,44013.8133,141376.5511,64788.16632,40144.20464,16276.0818,11979.07504,12349.08867,7580.952898,3089.621741,2030.482458,196.7330299,29118.13455,1.643273694,1.671860153,2.247442928,1.160810418,1.405416215,1.358866424,2.057725369,3.509512138,1.570991164,2.93313731,1.5115602,6.093958301,3.996071036,5.259539936,3.135919721,3.3393076,2.866547242,4.500012371,6.532126769,2.674756303,3.921643578,3.305610994,6.03266711,3.964598814,5.218791706,3.109036501,3.313138427,2.846274791,4.46709662,6.491798959,2.660123268,3.908806426,3.281431801,7702.078139,5464.197451,3457.574622,1215.389097,1016.292357,1179.138572,698.4187012,334.054245,239.8287356,29.52538075,2682.598084
0.195652174,4.6,237483.0422,110723.7926,92226.73788,19313.29967,17209.71044,17153.66778,15946.17508,11084.022,3260.756,589.868212,44991.89804,142223.7303,65390.51771,40525.4032,16409.96735,12091.11148,12479.17751,7657.987348,3126.509727,2056.984311,200.002889,29414.02077,1.669784935,1.693269858,2.275775948,1.176924929,1.423335685,1.374583202,2.082293212,3.545174322,1.585211896,2.949298457,1.529607203,6.19103157,4.046679165,5.325124636,3.178934817,3.381399064,2.899334345,4.553155235,6.597782128,2.698705366,3.943016779,3.344648584,6.129823079,4.015360558,5.284583869,3.152152268,3.35535941,2.879187922,4.52043072,6.557765886,2.684202907,3.930343365,3.320609869,7748.446868,5515.011218,3490.40682,1225.40398,1025.804293,1191.562916,705.5157379,338.0426259,242.9589799,30.01611601,2709.857515
0.191489362,4.7,242645.717,113130.8316,94231.66697,19733.15401,17583.83458,17526.57361,16292.83106,11324.979,3331.642,602.691434,45969.98278,143057.626,65985.33605,40901.90689,16542.04126,12201.7533,12607.79525,7734.122679,3163.030635,2083.25098,203.2550238,29706.45351,1.696139687,1.714484435,2.303845325,1.192909248,1.441090813,1.390137868,2.106616579,3.580420269,1.599251378,2.965198217,1.547474617,6.287534491,4.096830785,5.390105472,3.221605361,3.423108264,2.931786744,4.605774829,6.662679253,2.722352405,3.964047943,3.38330179,6.226402228,4.065659548,5.349763825,3.194919021,3.397192885,2.911761489,4.573234087,6.62296287,2.707975639,3.951531967,3.35939807,7794.090653,5565.18962,3522.834654,1235.283516,1035.197893,1203.84679,712.5299404,341.9913179,246.0614455,30.50419123,2736.798785
0.1875,4.8,247808.3918,115537.8706,96236.59605,20153.00835,17957.95872,17899.47943,16639.48704,11565.936,3402.528,615.514656,46948.06752,143878.7229,66572.87288,41273.87162,16672.36583,12311.04699,12734.9893,7809.388186,3199.195816,2109.28949,206.4899044,29995.54529,1.72234217,1.735509759,2.331659044,1.208767163,1.458686555,1.40553549,2.130703025,3.615263542,1.613115704,2.980846244,1.565167996,6.383482298,4.146539501,5.45450055,3.263941277,3.464446615,2.963914797,4.657887166,6.726842597,2.745707472,3.984749574,3.421582377,6.322420116,4.115509716,5.414350119,3.237346917,3.43865054,2.944006112,4.625523127,6.687414997,2.731451784,3.972385103,3.39780846,7839.035916,5614.753872,3554.871552,1245.032359,1044.4771,1215.994719,719.4640077,345.9015481,249.1369623,30.98967699,2763.432258
0.183673469,4.9,252971.0667,117944.9095,98241.52514,20572.86269,18332.08286,18272.38525,16986.14302,11806.893,3473.414,628.337878,47926.15226,144687.4781,67153.36632,41641.44497,16800.99999,12419.03657,12860.8046,7883.811625,3235.016039,2135.106515,209.7079792,30281.40272,1.748396405,1.756351409,2.359224691,1.224502274,1.476127617,1.420780878,2.154559726,3.64971699,1.626810642,2.996251647,1.582692609,6.478889508,4.195818239,5.518327072,3.305952008,3.505424959,2.995728338,4.709507451,6.790295339,2.768780083,4.005133477,3.459501513,6.41789157,4.164924293,5.478360361,3.279445612,3.479743475,2.975931862,4.677313414,6.751146036,2.754641107,3.992914908,3.435852476,7883.307592,5663.724056,3586.530227,1254.654909,1053.645649,1228.010996,726.3204969,349.7744809,252.1863186,31.47264054,2789.767756
0.2,5,258133.7415,120351.9485,100246.4542,20992.71703,18706.207,18645.29107,17332.799,12047.85,3544.3,641.1611,48904.237,145484.3238,67727.04202,42004.76688,16927.99952,12525.76376,12985.28378,7957.419318,3270.501535,2160.708404,212.9096757,30564.1269,1.774306226,1.777014689,2.386549472,1.240118007,1.493418474,1.435878598,2.178193495,3.683792798,1.640341655,3.011423026,1.60005346,6.573769976,4.244679298,5.5816014,3.347646543,3.546053612,3.02723671,4.760650135,6.853059476,2.79157926,4.025210801,3.497069814,6.512830727,4.21391586,5.541811291,3.321224297,3.520482243,3.007548306,4.72861974,6.814178527,2.777552862,4.013132845,3.473540984,7926.929236,5712.119203,3617.822728,1264.155332,1062.707079,1239.899691,733.101833,353.6112226,255.2102643,31.95314607,2815.814595
0.215686275,5.1,263296.4163,122758.9875,102251.3833,21412.57137,19080.33114,19018.19689,17679.45498,12288.807,3615.186,653.984322,49882.32174,146269.6684,68294.11406,42363.97008,17053.41728,12631.26812,13108.46735,8030.236259,3305.662036,2186.101199,216.0954025,30843.81384,1.800075294,1.797504648,2.41364025,1.255617629,1.510563386,1.450832991,2.201610812,3.717502536,1.653713927,3.026368513,1.617255311,6.668136935,4.293134388,5.644339111,3.389033452,3.586342397,3.058448797,4.81132897,6.915155901,2.814113565,4.044992097,3.534297381,6.607251088,4.26249639,5.604718839,3.362691728,3.560876887,3.038864537,4.779456174,6.876533873,2.800195823,4.033049749,3.510884321,7969.92313,5759.957369,3648.760491,1273.537577,1071.664747,1251.66467,739.8103186,357.4128253,258.209513,32.43125489,2841.581618
